Dataset,Feature set,Original feature name,Cluster ID,Cluster representative (randomly selected),Metagenomics transformation
cirrhosis_qin_2014,P,P__GLUCARGALACTSUPER.PWY,34,P__GALACTARDEG.PWY_Cluster34,Relative abundances
cirrhosis_qin_2014,P,P__HCAMHPDEG.PWY,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6690,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
cirrhosis_qin_2014,P,P__MET.SAM.PWY,63,P__MET.SAM.PWY_Cluster63,Relative abundances
cirrhosis_qin_2014,P,P__METSYN.PWY,63,P__MET.SAM.PWY_Cluster63,Relative abundances
cirrhosis_qin_2014,P,P__P4.PWY,81,P__P4.PWY_Cluster81,Relative abundances
cirrhosis_qin_2014,P,P__PWY0.781,81,P__P4.PWY_Cluster81,Relative abundances
cirrhosis_qin_2014,P,P__PEPTIDOGLYCANSYN.PWY,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6387,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
cirrhosis_qin_2014,P,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY,93,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster93,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5181,93,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster93,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5667,125,P__PWY.5667_Cluster125,Relative abundances
cirrhosis_qin_2014,P,P__PWY0.1319,125,P__PWY.5667_Cluster125,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5838,133,P__PWY.5838_Cluster133,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5861,133,P__PWY.5838_Cluster133,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5845,135,P__PWY.5845_Cluster135,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5862,135,P__PWY.5845_Cluster135,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5850,136,P__PWY.5850_Cluster136,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5860,136,P__PWY.5850_Cluster136,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5896,136,P__PWY.5850_Cluster136,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5897,139,P__PWY.5897_Cluster139,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5898,139,P__PWY.5897_Cluster139,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5899,139,P__PWY.5897_Cluster139,Relative abundances
cirrhosis_qin_2014,P,P__PWY.5910,140,P__PWY.5910_Cluster140,Relative abundances
cirrhosis_qin_2014,P,P__PWY.922,140,P__PWY.5910_Cluster140,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6122,149,P__PWY.6122_Cluster149,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6277,149,P__PWY.6122_Cluster149,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6125,151,P__PWY.6125_Cluster151,Relative abundances
cirrhosis_qin_2014,P,P__PWY.7228,151,P__PWY.6125_Cluster151,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6147,154,P__PWY.6147_Cluster154,Relative abundances
cirrhosis_qin_2014,P,P__PWY.7539,154,P__PWY.6147_Cluster154,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6182,157,P__PWY.6182_Cluster157,Relative abundances
cirrhosis_qin_2014,P,P__PWY.6185,157,P__PWY.6182_Cluster157,Relative abundances
cirrhosis_qin_2014,P,P__PWY.7220,209,P__PWY.7220_Cluster209,Relative abundances
cirrhosis_qin_2014,P,P__PWY.7222,209,P__PWY.7220_Cluster209,Relative abundances
cirrhosis_qin_2014,P,P__PWY4FS.7,245,P__PWY4FS.7_Cluster245,Relative abundances
cirrhosis_qin_2014,P,P__PWY4FS.8,245,P__PWY4FS.7_Cluster245,Relative abundances
cirrhosis_qin_2014,All,G__K00627,296,G__K00627_Cluster296,Relative abundances
cirrhosis_qin_2014,All,G__K02022,296,G__K00627_Cluster296,Relative abundances
cirrhosis_qin_2014,All,G__K00663,308,G__K00663_Cluster308,Relative abundances
cirrhosis_qin_2014,All,G__K17910,308,G__K00663_Cluster308,Relative abundances
cirrhosis_qin_2014,All,G__K00936,391,G__K00936_Cluster391,Relative abundances
cirrhosis_qin_2014,All,G__K01585,391,G__K00936_Cluster391,Relative abundances
cirrhosis_qin_2014,All,G__K02755,911,G__K02755_Cluster911,Relative abundances
cirrhosis_qin_2014,All,G__K02756,911,G__K02755_Cluster911,Relative abundances
cirrhosis_qin_2014,All,G__K02757,911,G__K02755_Cluster911,Relative abundances
cirrhosis_qin_2014,All,G__K02799,928,G__K02799_Cluster928,Relative abundances
cirrhosis_qin_2014,All,G__K02800,928,G__K02799_Cluster928,Relative abundances
cirrhosis_qin_2014,All,G__K02803,929,G__K02803_Cluster929,Relative abundances
cirrhosis_qin_2014,All,G__K02804,929,G__K02803_Cluster929,Relative abundances
cirrhosis_qin_2014,All,G__K02808,931,G__K02808_Cluster931,Relative abundances
cirrhosis_qin_2014,All,G__K03346,931,G__K02808_Cluster931,Relative abundances
cirrhosis_qin_2014,All,G__K02809,932,G__K02809_Cluster932,Relative abundances
cirrhosis_qin_2014,All,G__K02810,932,G__K02809_Cluster932,Relative abundances
cirrhosis_qin_2014,All,G__K06148,1431,G__K06148_Cluster1431,Relative abundances
cirrhosis_qin_2014,All,G__K06899,1431,G__K06148_Cluster1431,Relative abundances
cirrhosis_qin_2014,All,G__K07121,1589,G__K07121_Cluster1589,Relative abundances
cirrhosis_qin_2014,All,G__K09895,1589,G__K07121_Cluster1589,Relative abundances
cirrhosis_qin_2014,All,G__K17758,1976,G__K17758_Cluster1976,Relative abundances
cirrhosis_qin_2014,All,G__K17759,1976,G__K17758_Cluster1976,Relative abundances
cirrhosis_qin_2014,All,P__ARGDEG.PWY,2021,P__ARGDEG.PWY_Cluster2021,Relative abundances
cirrhosis_qin_2014,All,P__ORNARGDEG.PWY,2021,P__ARGDEG.PWY_Cluster2021,Relative abundances
cirrhosis_qin_2014,All,P__ARGSYN.PWY,2022,P__ARGSYN.PWY_Cluster2022,Relative abundances
cirrhosis_qin_2014,All,P__PWY.7400,2022,P__ARGSYN.PWY_Cluster2022,Relative abundances
cirrhosis_qin_2014,All,P__BIOTIN.BIOSYNTHESIS.PWY,2027,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster2027,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6519,2027,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster2027,Relative abundances
cirrhosis_qin_2014,All,P__BRANCHED.CHAIN.AA.SYN.PWY,2028,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster2028,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5103,2028,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster2028,Relative abundances
cirrhosis_qin_2014,All,P__CATECHOL.ORTHO.CLEAVAGE.PWY,2030,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster2030,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5417,2030,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster2030,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5431,2030,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster2030,Relative abundances
cirrhosis_qin_2014,All,P__FASYN.ELONG.PWY,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5989,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6282,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
cirrhosis_qin_2014,All,P__PWY.7664,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
cirrhosis_qin_2014,All,P__PWY0.862,2042,P__FASYN.ELONG.PWY_Cluster2042,Relative abundances
cirrhosis_qin_2014,All,P__FOLSYN.PWY,2045,P__FOLSYN.PWY_Cluster2045,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6612,2045,P__FOLSYN.PWY_Cluster2045,Relative abundances
cirrhosis_qin_2014,All,P__GALACTARDEG.PWY,2049,P__GALACTARDEG.PWY_Cluster2049,Relative abundances
cirrhosis_qin_2014,All,P__GLUCARGALACTSUPER.PWY,2049,P__GALACTARDEG.PWY_Cluster2049,Relative abundances
cirrhosis_qin_2014,All,P__GLYOXYLATE.BYPASS,2063,P__GLYOXYLATE.BYPASS_Cluster2063,Relative abundances
cirrhosis_qin_2014,All,P__TCA.GLYOX.BYPASS,2063,P__GLYOXYLATE.BYPASS_Cluster2063,Relative abundances
cirrhosis_qin_2014,All,P__MET.SAM.PWY,2078,P__MET.SAM.PWY_Cluster2078,Relative abundances
cirrhosis_qin_2014,All,P__METSYN.PWY,2078,P__MET.SAM.PWY_Cluster2078,Relative abundances
cirrhosis_qin_2014,All,P__P4.PWY,2096,P__P4.PWY_Cluster2096,Relative abundances
cirrhosis_qin_2014,All,P__PWY0.781,2096,P__P4.PWY_Cluster2096,Relative abundances
cirrhosis_qin_2014,All,P__PEPTIDOGLYCANSYN.PWY,2102,P__PEPTIDOGLYCANSYN.PWY_Cluster2102,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6387,2102,P__PEPTIDOGLYCANSYN.PWY_Cluster2102,Relative abundances
cirrhosis_qin_2014,All,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY,2108,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster2108,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5181,2108,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster2108,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5667,2140,P__PWY.5667_Cluster2140,Relative abundances
cirrhosis_qin_2014,All,P__PWY0.1319,2140,P__PWY.5667_Cluster2140,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5747,2146,P__PWY.5747_Cluster2146,Relative abundances
cirrhosis_qin_2014,All,P__PWY0.42,2146,P__PWY.5747_Cluster2146,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5838,2148,P__PWY.5838_Cluster2148,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5861,2148,P__PWY.5838_Cluster2148,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5845,2150,P__PWY.5845_Cluster2150,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5862,2150,P__PWY.5845_Cluster2150,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5850,2151,P__PWY.5850_Cluster2151,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5860,2151,P__PWY.5850_Cluster2151,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5896,2151,P__PWY.5850_Cluster2151,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5855,2152,P__PWY.5855_Cluster2152,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5856,2152,P__PWY.5855_Cluster2152,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5857,2152,P__PWY.5855_Cluster2152,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6708,2152,P__PWY.5855_Cluster2152,Relative abundances
cirrhosis_qin_2014,All,P__UBISYN.PWY,2152,P__PWY.5855_Cluster2152,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5897,2154,P__PWY.5897_Cluster2154,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5898,2154,P__PWY.5897_Cluster2154,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5899,2154,P__PWY.5897_Cluster2154,Relative abundances
cirrhosis_qin_2014,All,P__PWY.5910,2155,P__PWY.5910_Cluster2155,Relative abundances
cirrhosis_qin_2014,All,P__PWY.922,2155,P__PWY.5910_Cluster2155,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6122,2164,P__PWY.6122_Cluster2164,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6277,2164,P__PWY.6122_Cluster2164,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6125,2166,P__PWY.6125_Cluster2166,Relative abundances
cirrhosis_qin_2014,All,P__PWY.7228,2166,P__PWY.6125_Cluster2166,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6182,2172,P__PWY.6182_Cluster2172,Relative abundances
cirrhosis_qin_2014,All,P__PWY.6185,2172,P__PWY.6182_Cluster2172,Relative abundances
cirrhosis_qin_2014,All,P__PWY4FS.7,2260,P__PWY4FS.7_Cluster2260,Relative abundances
cirrhosis_qin_2014,All,P__PWY4FS.8,2260,P__PWY4FS.7_Cluster2260,Relative abundances
crc_baxter_16s_2016,P,P__ARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
crc_baxter_16s_2016,P,P__ORNARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
crc_baxter_16s_2016,P,P__ARGSYN.PWY,7,P__ARGSYN.PWY_Cluster7,Relative abundances
crc_baxter_16s_2016,P,P__ARGSYNBSUB.PWY,7,P__ARGSYN.PWY_Cluster7,Relative abundances
crc_baxter_16s_2016,P,P__PWY.7400,7,P__ARGSYN.PWY_Cluster7,Relative abundances
crc_baxter_16s_2016,P,P__DENOVOPURINE2.PWY,19,P__DENOVOPURINE2.PWY_Cluster19,Relative abundances
crc_baxter_16s_2016,P,P__PWY.841,19,P__DENOVOPURINE2.PWY_Cluster19,Relative abundances
crc_baxter_16s_2016,P,P__PWY0.162,19,P__DENOVOPURINE2.PWY_Cluster19,Relative abundances
crc_feng_2015,P,P__ARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
crc_feng_2015,P,P__ORNARGDEG.PWY,6,P__ARGDEG.PWY_Cluster6,Relative abundances
crc_feng_2015,P,P__ARGSYN.PWY,7,P__ARGSYN.PWY_Cluster7,Relative abundances
crc_feng_2015,P,P__ARGSYNBSUB.PWY,7,P__ARGSYN.PWY_Cluster7,Relative abundances
crc_feng_2015,P,P__PWY.7400,7,P__ARGSYN.PWY_Cluster7,Relative abundances
crc_feng_2015,P,P__BIOTIN.BIOSYNTHESIS.PWY,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
crc_feng_2015,P,P__PWY.6519,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
crc_feng_2015,P,P__BRANCHED.CHAIN.AA.SYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_feng_2015,P,P__PWY.5103,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_feng_2015,P,P__CENTFERM.PWY,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_feng_2015,P,P__PWY.6590,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_feng_2015,P,P__FASYN.ELONG.PWY,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_feng_2015,P,P__PWY.6282,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_feng_2015,P,P__PWY.7664,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_feng_2015,P,P__PWY0.862,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_feng_2015,P,P__GALACTARDEG.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
crc_feng_2015,P,P__GLUCARGALACTSUPER.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
crc_feng_2015,P,P__MET.SAM.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
crc_feng_2015,P,P__METSYN.PWY,61,P__MET.SAM.PWY_Cluster61,Relative abundances
crc_feng_2015,P,P__PWY.5838,130,P__PWY.5838_Cluster130,Relative abundances
crc_feng_2015,P,P__PWY.5861,130,P__PWY.5838_Cluster130,Relative abundances
crc_feng_2015,P,P__PWY.5897,130,P__PWY.5838_Cluster130,Relative abundances
crc_feng_2015,P,P__PWY.5898,130,P__PWY.5838_Cluster130,Relative abundances
crc_feng_2015,P,P__PWY.5899,130,P__PWY.5838_Cluster130,Relative abundances
crc_s0_yachida_2019,T,T__Streptococcus.vestibularis,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s0_yachida_2019,T,T__Streptococcus.salivarius.subsp..salivarius,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s0_yachida_2019,T,T__Fusobacterium.nucleatum.subsp..fusiforme,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s0_yachida_2019,T,T__Filifactor.alocis,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s0_yachida_2019,P,P__BIOTIN.BIOSYNTHESIS.PWY,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
crc_s0_yachida_2019,P,P__PWY.6519,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
crc_s0_yachida_2019,P,P__BRANCHED.CHAIN.AA.SYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_s0_yachida_2019,P,P__ILEUSYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_s0_yachida_2019,P,P__PWY.5103,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_s0_yachida_2019,P,P__HCAMHPDEG.PWY,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
crc_s0_yachida_2019,P,P__PWY.6690,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
crc_s0_yachida_2019,P,P__MET.SAM.PWY,64,P__MET.SAM.PWY_Cluster64,Relative abundances
crc_s0_yachida_2019,P,P__METSYN.PWY,64,P__MET.SAM.PWY_Cluster64,Relative abundances
crc_s0_yachida_2019,P,P__PWY.5347,64,P__MET.SAM.PWY_Cluster64,Relative abundances
crc_s0_yachida_2019,P,P__PEPTIDOGLYCANSYN.PWY,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
crc_s0_yachida_2019,P,P__PWY.6386,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
crc_s0_yachida_2019,P,P__PWY.6387,87,P__PEPTIDOGLYCANSYN.PWY_Cluster87,Relative abundances
crc_s0_yachida_2019,P,P__PWY.6122,149,P__PWY.6122_Cluster149,Relative abundances
crc_s0_yachida_2019,P,P__PWY.6277,149,P__PWY.6122_Cluster149,Relative abundances
crc_s0_yachida_2019,P,P__PWY.6125,151,P__PWY.6125_Cluster151,Relative abundances
crc_s0_yachida_2019,P,P__PWY.7228,151,P__PWY.6125_Cluster151,Relative abundances
crc_s0_yachida_2019,All,T__Streptococcus.vestibularis,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s0_yachida_2019,All,T__Streptococcus.salivarius.subsp..salivarius,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s0_yachida_2019,All,T__Fusobacterium.nucleatum.subsp..fusiforme,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s0_yachida_2019,All,T__Filifactor.alocis,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s3_s4_yachida_2019,T,T__Porphyromonas.uenonis,61,T__Porphyromonas.uenonis_Cluster61,Relative abundances
crc_s3_s4_yachida_2019,T,T__Porphyromonas.asaccharolytica,61,T__Porphyromonas.uenonis_Cluster61,Relative abundances
crc_s3_s4_yachida_2019,T,T__Clostridium.rectum,75,T__Clostridium.rectum_Cluster75,Relative abundances
crc_s3_s4_yachida_2019,T,T__Fusobacterium.mortiferum,75,T__Clostridium.rectum_Cluster75,Relative abundances
crc_s3_s4_yachida_2019,T,T__Streptococcus.vestibularis,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s3_s4_yachida_2019,T,T__Streptococcus.salivarius.subsp..salivarius,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s3_s4_yachida_2019,T,T__Fusobacterium.nucleatum.subsp..fusiforme,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s3_s4_yachida_2019,T,T__Filifactor.alocis,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s3_s4_yachida_2019,T,T__Streptococcus.loxodontisalivarius,289,T__Streptococcus.loxodontisalivarius_Cluster289,Relative abundances
crc_s3_s4_yachida_2019,T,T__Streptococcus.saliviloxodontae,289,T__Streptococcus.loxodontisalivarius_Cluster289,Relative abundances
crc_s3_s4_yachida_2019,T,T__Oscillibacter.ruminantium,348,T__Oscillibacter.ruminantium_Cluster348,Relative abundances
crc_s3_s4_yachida_2019,T,T__Oscillibacter.valericigenes,348,T__Oscillibacter.ruminantium_Cluster348,Relative abundances
crc_s3_s4_yachida_2019,T,T__Fusobacterium.necrophorum.subsp..funduliforme,356,T__Fusobacterium.necrophorum.subsp..funduliforme_Cluster356,Relative abundances
crc_s3_s4_yachida_2019,T,T__Fusobacterium.necrophorum.subsp..necrophorum,356,T__Fusobacterium.necrophorum.subsp..funduliforme_Cluster356,Relative abundances
crc_s3_s4_yachida_2019,G,G__K16787,599,G__K16787_Cluster599,Relative abundances
crc_s3_s4_yachida_2019,G,G__K16786,599,G__K16787_Cluster599,Relative abundances
crc_s3_s4_yachida_2019,G,G__K17320,714,G__K17320_Cluster714,Relative abundances
crc_s3_s4_yachida_2019,G,G__K17319,714,G__K17320_Cluster714,Relative abundances
crc_s3_s4_yachida_2019,G,G__K17758,825,G__K17758_Cluster825,Relative abundances
crc_s3_s4_yachida_2019,G,G__K17759,825,G__K17758_Cluster825,Relative abundances
crc_s3_s4_yachida_2019,G,G__K02804,1056,G__K02804_Cluster1056,Relative abundances
crc_s3_s4_yachida_2019,G,G__K02803,1056,G__K02804_Cluster1056,Relative abundances
crc_s3_s4_yachida_2019,G,G__K02769,1418,G__K02769_Cluster1418,Relative abundances
crc_s3_s4_yachida_2019,G,G__K02770,1418,G__K02769_Cluster1418,Relative abundances
crc_s3_s4_yachida_2019,P,P__BIOTIN.BIOSYNTHESIS.PWY,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY.6519,11,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster11,Relative abundances
crc_s3_s4_yachida_2019,P,P__BRANCHED.CHAIN.AA.SYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_s3_s4_yachida_2019,P,P__ILEUSYN.PWY,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY.5103,12,P__BRANCHED.CHAIN.AA.SYN.PWY_Cluster12,Relative abundances
crc_s3_s4_yachida_2019,P,P__CENTFERM.PWY,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY.6590,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_s3_s4_yachida_2019,P,P__FASYN.ELONG.PWY,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY.6282,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY.7664,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY0.862,25,P__FASYN.ELONG.PWY_Cluster25,Relative abundances
crc_s3_s4_yachida_2019,P,P__FOLSYN.PWY,28,P__FOLSYN.PWY_Cluster28,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY.6612,28,P__FOLSYN.PWY_Cluster28,Relative abundances
crc_s3_s4_yachida_2019,P,P__GALACTARDEG.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
crc_s3_s4_yachida_2019,P,P__GLUCARGALACTSUPER.PWY,32,P__GALACTARDEG.PWY_Cluster32,Relative abundances
crc_s3_s4_yachida_2019,P,P__HCAMHPDEG.PWY,49,P__HCAMHPDEG.PWY_Cluster49,Relative abundances
crc_s3_s4_yachida_2019,P,P__PWY.6690,49,P__HCAMHPDEG.PWY_Cluster49,Relative abundances
crc_s3_s4_yachida_2019,All,T__Porphyromonas.uenonis,61,T__Porphyromonas.uenonis_Cluster61,Relative abundances
crc_s3_s4_yachida_2019,All,T__Porphyromonas.asaccharolytica,61,T__Porphyromonas.uenonis_Cluster61,Relative abundances
crc_s3_s4_yachida_2019,All,T__Clostridium.rectum,75,T__Clostridium.rectum_Cluster75,Relative abundances
crc_s3_s4_yachida_2019,All,T__Fusobacterium.mortiferum,75,T__Clostridium.rectum_Cluster75,Relative abundances
crc_s3_s4_yachida_2019,All,T__Streptococcus.vestibularis,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s3_s4_yachida_2019,All,T__Streptococcus.salivarius.subsp..salivarius,171,T__Streptococcus.vestibularis_Cluster171,Relative abundances
crc_s3_s4_yachida_2019,All,T__Fusobacterium.nucleatum.subsp..fusiforme,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s3_s4_yachida_2019,All,T__Filifactor.alocis,257,T__Fusobacterium.nucleatum.subsp..fusiforme_Cluster257,Relative abundances
crc_s3_s4_yachida_2019,All,T__Streptococcus.loxodontisalivarius,289,T__Streptococcus.loxodontisalivarius_Cluster289,Relative abundances
crc_s3_s4_yachida_2019,All,T__Streptococcus.saliviloxodontae,289,T__Streptococcus.loxodontisalivarius_Cluster289,Relative abundances
crc_s3_s4_yachida_2019,All,T__Oscillibacter.ruminantium,348,T__Oscillibacter.ruminantium_Cluster348,Relative abundances
crc_s3_s4_yachida_2019,All,T__Oscillibacter.valericigenes,348,T__Oscillibacter.ruminantium_Cluster348,Relative abundances
crc_s3_s4_yachida_2019,All,T__Fusobacterium.necrophorum.subsp..funduliforme,356,T__Fusobacterium.necrophorum.subsp..funduliforme_Cluster356,Relative abundances
crc_s3_s4_yachida_2019,All,T__Fusobacterium.necrophorum.subsp..necrophorum,356,T__Fusobacterium.necrophorum.subsp..funduliforme_Cluster356,Relative abundances
crc_wang_16s_2012,P,P__ARGSYN.PWY,5,P__ARGSYN.PWY_Cluster5,Relative abundances
crc_wang_16s_2012,P,P__PWY.7400,5,P__ARGSYN.PWY_Cluster5,Relative abundances
crc_wang_16s_2012,P,P__BIOTIN.BIOSYNTHESIS.PWY,9,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster9,Relative abundances
crc_wang_16s_2012,P,P__PWY.6519,9,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster9,Relative abundances
crc_wirbel_2018,P,P__CENTFERM.PWY,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_wirbel_2018,P,P__PWY.6590,14,P__CENTFERM.PWY_Cluster14,Relative abundances
crc_yu_2015,P,P__HCAMHPDEG.PWY,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
crc_yu_2015,P,P__PWY.6690,50,P__HCAMHPDEG.PWY_Cluster50,Relative abundances
crc_yu_2015,P,P__MET.SAM.PWY,63,P__MET.SAM.PWY_Cluster63,Relative abundances
crc_yu_2015,P,P__METSYN.PWY,63,P__MET.SAM.PWY_Cluster63,Relative abundances
crc_yu_2015,P,P__PWY.7220,209,P__PWY.7220_Cluster209,Relative abundances
crc_yu_2015,P,P__PWY.7222,209,P__PWY.7220_Cluster209,Relative abundances
crc_zeller_16s_2014,P,P__BIOTIN.BIOSYNTHESIS.PWY,12,P__BIOTIN.BIOSYNTHESIS.PWY_Cluster12,Relative abundances
