Dataset,Module,Feature.X,Feature.Y,Spearman rho,Spearman p-value,Spearman FDR
"Cirrhosis (Qin, 2014)",module2,P__GOLPDLCAT.PWY,P__PWY.6562,0.5562526590812633,0,0
"Cirrhosis (Qin, 2014)",module2,P__GOLPDLCAT.PWY,P__PWY.7013,0.7286308669907268,0,0
"Cirrhosis (Qin, 2014)",module2,P__GOLPDLCAT.PWY,P__REDCITCYC,0.5755352340673109,0,0
"Cirrhosis (Qin, 2014)",module2,P__GOLPDLCAT.PWY,P__THREOCAT.PWY,0.576594438217529,0,0
"Cirrhosis (Qin, 2014)",module2,P__GOLPDLCAT.PWY,T__Klebsiella.pneumoniae,0.5766009719261374,0,0
"Cirrhosis (Qin, 2014)",module2,P__GOLPDLCAT.PWY,T__Klebsiella.quasipneumoniae,0.5907526291382399,0,0
"Cirrhosis (Qin, 2014)",module2,P__GOLPDLCAT.PWY,T__Klebsiella.variicola,0.603890801912762,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__AST.PWY,0.8768726526297538,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.7410109524751162,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__ECASYN.PWY,0.8713311454939824,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__GOLPDLCAT.PWY,0.5738401596486332,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.7419538389679895,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__PWY.3801,0.6685954230357336,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__PWY.6182_Cluster320,0.745409282971155,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__PWY.6562,0.6350234351599227,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__PWY.7013,0.6478558555666818,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__REDCITCYC,0.7972217155517163,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,P__THREOCAT.PWY,0.8374232584778231,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,T__Klebsiella.pneumoniae,0.7345833746743126,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,T__Klebsiella.quasipneumoniae,0.7705476564905636,0,0
"Cirrhosis (Qin, 2014)",module2,P__P221.PWY,T__Klebsiella.variicola,0.7409370751324539,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__AST.PWY,0.7126075123944542,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.8653616985441365,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__ECASYN.PWY,0.7477218307534602,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__GOLPDLCAT.PWY,0.650121249442067,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__P221.PWY,0.7419538389679895,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__PWY.3801,0.7302359774165763,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__PWY.6182_Cluster320,0.8544768513882014,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__PWY.6562,0.769105055100786,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__PWY.7013,0.744376998325125,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__REDCITCYC,0.7173703640692024,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,P__THREOCAT.PWY,0.739039572751904,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,T__Klebsiella.pneumoniae,0.8117578466485563,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,T__Klebsiella.quasipneumoniae,0.8186532865171452,0,0
"Cirrhosis (Qin, 2014)",module2,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,T__Klebsiella.variicola,0.8224933962633482,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__AST.PWY,0.5676348770646952,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.7394441493892597,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__ECASYN.PWY,0.5821931323651502,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__GOLPDLCAT.PWY,0.5913055214113716,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__P221.PWY,0.6685954230357336,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.7302359774165763,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__PWY.6182_Cluster320,0.7891734128933314,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__PWY.6562,0.6396917919645848,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__PWY.7013,0.6533161822176105,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__REDCITCYC,0.5833487510251976,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,P__THREOCAT.PWY,0.6185140779346435,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,T__Klebsiella.pneumoniae,0.7217698423286432,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,T__Klebsiella.quasipneumoniae,0.7065962373547262,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.3801,T__Klebsiella.variicola,0.70567768791189045,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__AST.PWY,0.6845228795955579,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.9034006790822032,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__ECASYN.PWY,0.6968770406241865,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__GOLPDLCAT.PWY,0.6408771961505613,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__P221.PWY,0.745409282971155,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.8544768513882014,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__PWY.3801,0.7891734128933314,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__PWY.6562,0.7445533650612304,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__PWY.7013,0.7055104354360052,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__REDCITCYC,0.6827368170524052,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,P__THREOCAT.PWY,0.7427776504974954,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,T__Klebsiella.pneumoniae,0.7931997107308988,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,T__Klebsiella.quasipneumoniae,0.7986107599470156,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6182_Cluster320,T__Klebsiella.variicola,0.7821039262132417,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__AST.PWY,0.5833201741757706,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.7343831458404846,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__ECASYN.PWY,0.6229052765579614,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__GOLPDLCAT.PWY,0.5562526590812633,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__P221.PWY,0.6350234351599227,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.769105055100786,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__PWY.3801,0.6396917919645848,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__PWY.6182_Cluster320,0.7445533650612304,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__PWY.7013,0.5951629599163288,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__REDCITCYC,0.6521790094532282,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,P__THREOCAT.PWY,0.6525114555656604,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,T__Klebsiella.pneumoniae,0.683694082818595,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,T__Klebsiella.quasipneumoniae,0.6854666609983142,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.6562,T__Klebsiella.variicola,0.6951473132852966,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__AST.PWY,0.633850220496074,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.72663783123933,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__ECASYN.PWY,0.6470670777452797,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__GOLPDLCAT.PWY,0.7286308669907268,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__P221.PWY,0.6478558555666818,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.744376998325125,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__PWY.3801,0.6533161822176105,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__PWY.6182_Cluster320,0.7055104354360052,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__PWY.6562,0.5951629599163288,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__REDCITCYC,0.6072764971159171,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,P__THREOCAT.PWY,0.6438070089903598,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,T__Klebsiella.pneumoniae,0.7223284657190304,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,T__Klebsiella.quasipneumoniae,0.7023098271686377,0,0
"Cirrhosis (Qin, 2014)",module2,P__PWY.7013,T__Klebsiella.variicola,0.7464979435475367,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__AST.PWY,0.8435081464664317,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.6698888851917378,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__ECASYN.PWY,0.8532916706341597,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__GOLPDLCAT.PWY,0.5755352340673109,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__P221.PWY,0.7972217155517163,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.7173703640692024,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__PWY.3801,0.5833487510251976,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__PWY.6182_Cluster320,0.6827368170524052,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__PWY.6562,0.6521790094532282,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__PWY.7013,0.6072764971159171,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,P__THREOCAT.PWY,0.8118464575049132,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,T__Klebsiella.pneumoniae,0.6924543430174426,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,T__Klebsiella.quasipneumoniae,0.6887761278937288,0,0
"Cirrhosis (Qin, 2014)",module2,P__REDCITCYC,T__Klebsiella.variicola,0.6885373135934421,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__AST.PWY,0.8843054160083984,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.7069499145535859,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__ECASYN.PWY,0.8771081151094972,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__GOLPDLCAT.PWY,0.576594438217529,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__P221.PWY,0.8374232584778231,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.739039572751904,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__PWY.3801,0.6185140779346435,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__PWY.6182_Cluster320,0.7427776504974954,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__PWY.6562,0.6525114555656604,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__PWY.7013,0.6438070089903598,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,P__REDCITCYC,0.8118464575049132,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,T__Klebsiella.pneumoniae,0.7537893184640827,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,T__Klebsiella.quasipneumoniae,0.7489910008445695,0,0
"Cirrhosis (Qin, 2014)",module2,P__THREOCAT.PWY,T__Klebsiella.variicola,0.7751469592593396,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__AST.PWY,0.7089741035647993,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.8098278464853649,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__ECASYN.PWY,0.7335020675301769,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__GOLPDLCAT.PWY,0.5766009719261374,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__P221.PWY,0.7345833746743126,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.8117578466485563,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__PWY.3801,0.7217698423286432,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__PWY.6182_Cluster320,0.7931997107308988,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__PWY.6562,0.683694082818595,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__PWY.7013,0.7223284657190304,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__REDCITCYC,0.6924543430174426,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,P__THREOCAT.PWY,0.7537893184640827,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,T__Klebsiella.quasipneumoniae,0.899134329104164,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.pneumoniae,T__Klebsiella.variicola,0.908457723260099,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__AST.PWY,0.7072454448750168,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.8010333765189326,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__ECASYN.PWY,0.7423010019776287,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__GOLPDLCAT.PWY,0.5907526291382399,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__P221.PWY,0.7705476564905636,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.8186532865171452,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__PWY.3801,0.7065962373547262,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__PWY.6182_Cluster320,0.7986107599470156,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__PWY.6562,0.6854666609983142,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__PWY.7013,0.7023098271686377,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__REDCITCYC,0.6887761278937288,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,P__THREOCAT.PWY,0.7489910008445695,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,T__Klebsiella.pneumoniae,0.899134329104164,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.quasipneumoniae,T__Klebsiella.variicola,0.8792010953603727,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__AST.PWY,0.7108982705444288,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__CATECHOL.ORTHO.CLEAVAGE.PWY_Cluster178,0.8045163676632681,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__ECASYN.PWY,0.7401435468791058,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__GOLPDLCAT.PWY,0.603890801912762,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__P221.PWY,0.7409370751324539,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__PROTOCATECHUATE.ORTHO.CLEAVAGE.PWY_Cluster256,0.8224933962633482,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__PWY.3801,0.70567768791189045,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__PWY.6182_Cluster320,0.7821039262132417,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__PWY.6562,0.6951473132852966,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__PWY.7013,0.7464979435475367,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__REDCITCYC,0.6885373135934421,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,P__THREOCAT.PWY,0.7751469592593396,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,T__Klebsiella.pneumoniae,0.908457723260099,0,0
"Cirrhosis (Qin, 2014)",module2,T__Klebsiella.variicola,T__Klebsiella.quasipneumoniae,0.8792010953603727,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__HEME.BIOSYNTHESIS.II,0.8247562329683891,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__HEMESYN2.PWY,0.7799775234338079,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__HOMOSER.METSYN.PWY,0.8539743790607678,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__MET.SAM.PWY_Cluster226,0.8571254471136323,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__PWY.5347,0.8541537960972542,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__PWY.5837,0.8447920191450489,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__PWY.5838_Cluster296,0.7904557675791841,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__PWY.5863,0.831194882083331,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__PWY.5897_Cluster302,0.8164932030520771,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__PWY.5910_Cluster303,0.673009506308241,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,P__PYRIDNUCSAL.PWY,0.7596049599922604,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Campylobacter.concisus,0.6403521488641994,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Haemophilus.parainfluenzae,0.634951707026846,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Megasphaera.micronuciformis,0.6529133133301441,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Streptococcus.gordonii,0.6237270048785256,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Streptococcus.mitis,0.6177121099317929,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Streptococcus.parasanguinis,0.6687246596249374,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Streptococcus.salivarius,0.5512414227540385,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Veillonella.atypica,0.6814504035882591,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Veillonella.dispar,0.7090229136146161,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Veillonella.infantium,0.6966129335697957,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Veillonella.parvula,0.728845781182158,0,0
"Cirrhosis (Qin, 2014)",module1,P__FOLSYN.PWY_Cluster193,T__Veillonella.sp..T11011.6,0.653664529199392,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__FOLSYN.PWY_Cluster193,0.8247562329683891,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__HEMESYN2.PWY,0.8900376518366852,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__HOMOSER.METSYN.PWY,0.8541547035387037,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__MET.SAM.PWY_Cluster226,0.8470674086549239,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__PWY.5347,0.8556452710902592,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__PWY.5837,0.91872722325082,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__PWY.5838_Cluster296,0.8784858188899424,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__PWY.5863,0.9117461805017592,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__PWY.5897_Cluster302,0.9010584731613941,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__PWY.5910_Cluster303,0.6396148684133013,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,P__PYRIDNUCSAL.PWY,0.8265340800437112,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Campylobacter.concisus,0.6269966007515879,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Haemophilus.parainfluenzae,0.552582278156174,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Megasphaera.micronuciformis,0.6555335722915527,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Streptococcus.gordonii,0.5893606986635916,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Streptococcus.mitis,0.5836326208469622,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Streptococcus.parasanguinis,0.6151503831407305,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Streptococcus.salivarius,0.5049685412401037,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Veillonella.atypica,0.664831457228315,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Veillonella.dispar,0.6900544103923563,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Veillonella.infantium,0.6880884166707114,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Veillonella.parvula,0.6871253150662693,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEME.BIOSYNTHESIS.II,T__Veillonella.sp..T11011.6,0.6417581965204182,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__FOLSYN.PWY_Cluster193,0.7799775234338079,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__HEME.BIOSYNTHESIS.II,0.8900376518366852,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__HOMOSER.METSYN.PWY,0.8257512331340802,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__MET.SAM.PWY_Cluster226,0.8216559232014661,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__PWY.5347,0.8269618871599443,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__PWY.5837,0.8477588475257969,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__PWY.5838_Cluster296,0.8062245176230461,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__PWY.5863,0.8349805793735625,0,0
"Cirrhosis (Qin, 2014)",module1,P__HEMESYN2.PWY,P__PWY.5897_Cluster302,0.8224799820687169,0,0
